,GPA,Scholarship,Study_Hours,Sports_hours,Part_time_Work
27,3.6341867892127744,False,14.014131591568097,8.793585965307894,8.731238289137877
28,2.6657403979631122,False,11.446544100190536,4.509223767994259,12.25198456649171
29,1.0420004536757874,False,7.4195209815795025,3.492527671285021,15.809768565624482
30,2.8672289452948934,True,11.445582422033656,3.2209711407489534,16.01519712491204
31,4.0,True,16.152146265863877,3.3683794300691234,7.436987938122795
32,2.2582860434111804,False,9.856695843560194,4.845796581171792,16.412309998173804
33,4.0,False,16.258574623256024,5.682303949633288,10.26532134808556
34,0.0,False,-0.4789804163589775,5.553381598660038,18.324370947719483
35,3.396534141706208,True,13.287610017500896,6.654366498072047,12.951640938026005
36,2.4298226165168417,False,10.348188272952685,5.026003783755814,14.18920642737533
37,2.5042768625755887,True,8.80397059813653,7.907068154314634,13.517183886800492
38,3.456763825871321,True,10.36704310614201,4.470686333524088,13.919378306294833
39,0.06998777966069952,True,2.049724341596429,10.440338333179238,17.99953820131862
40,2.152986837377003,True,9.121312448649952,6.251334695530012,14.754247221312525
41,2.83057566013715,True,11.428450286046985,3.285684887167435,14.467191177413902
42,2.978216534957468,False,15.911576178966065,2.8582150038777754,13.625087924911066
43,1.5471815226018186,False,7.9269191269054105,5.96494483048637,12.768217526203056
44,0.44312145901508426,False,6.766025588427249,4.553074429348298,20.206451396256185
45,1.9133569618025374,False,7.992971825661854,6.428000988184184,11.300041305557883
46,3.367982437690836,False,13.661608470808297,5.94647524914709,11.499464727443856
47,3.5528391864458584,True,11.315004438638738,4.854342174686255,14.38763174978591
48,1.6720261252376805,False,7.880959184931845,3.30641256386319,15.833408224510958
49,2.687920424325959,False,12.053069732453425,1.9703055506282707,11.522759120886759
50,2.5924762098585177,True,10.388310197392162,4.106970095865957,13.350769380850155
51,3.5472957266445,False,13.874579962131557,6.712797588646945,10.689250153403401
52,1.5512571528747328,True,7.1917876244905905,5.4281874882604075,14.506197911417221
53,2.0732161485708684,False,8.689351413608927,2.508522442576024,16.485593345876694
54,2.496214829139501,True,8.43156738747137,5.346361851702364,15.655090539447274
55,0.28307068773689215,False,4.145940207471526,5.770634759457674,16.126616684995778
56,1.7733288097461606,False,11.184481108258304,3.2322851275977342,15.088511085911518
57,3.368410345577365,True,11.044221088719556,5.307450211891056,13.988066388521483
58,2.5094063088930736,True,10.020453826569844,5.116417436892,15.613451941736015
59,2.654531079822134,True,9.061651466499413,2.714059404338754,15.822266803947578
60,0.6324109844035908,True,4.338517031798343,5.715574720696567,15.73889975907685
61,2.110623500924217,True,8.317418708938565,6.121569052736469,13.889186694242923
62,2.1271483883976083,True,8.629141933892923,7.166102486350554,16.317102049910773
63,1.5971963112079222,True,6.790890923113524,7.1076041040698055,17.146205976998814
64,2.369166394883205,True,9.354857153335963,2.244661264085818,14.345282520070127
65,2.7644125654925205,False,11.616203427258153,3.124349920169754,13.264932710262672
66,3.863051409528594,False,17.54474360484212,6.0300705344173195,12.028483628671577
67,2.9920769201722583,True,10.698311251327356,6.027571901824418,12.397870471531926
68,2.34603169777579,False,11.030201562891058,6.030095372612096,14.476073824605441
69,2.202457245154356,False,9.702216336935331,12.705462981309442,13.774284892971014
70,0.0,False,2.324915138803834,6.141781021386334,18.16968851026326
71,1.5099747964941725,False,9.893944498203133,7.271131280361198,16.2611870050525
72,2.14936793930858,True,10.240920839764106,6.908003526986405,15.506280194117597
73,4.0,False,19.852968449941145,6.302782502611596,9.715238202036591
74,2.3000708458344197,True,9.23055614087551,4.369461510719309,17.072623929783354
75,2.245171975200161,False,11.20618936933445,6.517938440986535,13.318294061664849
76,2.385912403963262,False,9.861152921179027,3.4543495709248564,15.447214189882512
77,0.7475949749583288,False,5.325287849521872,4.526362786519982,16.184293777099963
78,4.0,True,14.571291258060082,4.029272904341793,11.905557950140835
79,3.0786811158281697,False,13.007732130747097,5.163748278772645,11.935074612816372
80,4.0,True,13.164127788172188,9.629317133347017,12.295515257082124
81,1.3799304037001026,False,6.362450180821044,1.2654696148165039,17.3728439423812
82,4.0,True,15.611177243744397,6.372520380749027,8.996852287286417
83,0.23469851228678573,False,4.3925957488308764,1.7745682576206967,21.549217102072397
84,3.82251905748782,True,12.347428375201082,4.056136268421133,10.579508211879947
85,4.0,True,18.761822503239912,7.177901193934732,6.314529272480589
86,0.3506357439639018,False,6.037854699477247,5.128560038190925,18.693508927313786
87,2.0452737144995075,True,7.734809081588912,2.8445104441413878,16.942439938972523
88,2.4162710753531202,False,10.398605460350565,3.5693925814800638,15.009076357893973
89,0.8223992411161224,False,7.986097383535203,6.359195497869352,16.46503258840744
90,0.0,False,3.7973462757354692,3.5392667365657267,17.69709868886489
91,1.75269930972861,False,10.27425189922411,5.43291717916395,12.04094011749387
92,0.6867604330075173,False,5.7507851450955805,5.091143679807628,16.701138029330103
93,3.0379496330288362,False,11.894369722540727,3.6967993047883656,11.50905474345134
94,1.2155971184953422,False,6.322303063064787,9.28788817865065,18.15685762899663
95,4.0,False,16.19973762007016,6.267838044636022,9.986042664953628
96,1.7824500205329556,False,6.866986830655051,0.9497148266847857,14.228813508021947
97,1.3508904507710933,False,8.711753935177297,5.3729086295388555,14.130175955587635
98,2.5151603268767193,False,13.25406886947868,3.676427070463224,12.873421586864042
99,1.2698088485137047,True,5.076542734264179,6.704866669592448,15.826625253833543
